FILE_NAME,STAGE_LOCATION,LAST_LOAD_TIME,ROW_COUNT,ROW_PARSED,FILE_SIZE,FIRST_ERROR_MESSAGE,FIRST_ERROR_LINE_NUMBER,FIRST_ERROR_CHARACTER_POS,FIRST_ERROR_COLUMN_NAME,ERROR_COUNT,ERROR_LIMIT,STATUS,TABLE_CATALOG_NAME,TABLE_SCHEMA_NAME,TABLE_NAME,PIPE_CATALOG_NAME,PIPE_SCHEMA_NAME,PIPE_NAME,PIPE_RECEIVED_TIME,BYTES_BILLED
sample-parquet-files-sample-4.parquet,s3://snowpipe-parquet-dev/PARQUET/,2025-12-11 00:01:41.143 -0800,101,101,1308,,,,,0,1,Loaded,SNOWPIPE_INGEST_DEMO,S3_INGEST,USER_NAME,SNOWPIPE_INGEST_DEMO,S3_INGEST,PIPE_PARQUET_AUTO,2025-12-11 00:01:22.791 -0800,1308
